Simulation,Iteration,S=0,S=1,S=2
1,0,0.3100592527038558,0.3819830771772848,0.30795767011885944
1,1,0.299937802190914,0.39266917590252737,0.3073930219065586
1,2,0.3073564542550679,0.3848268395932609,0.3078167061516711
1,3,0.3203781265452381,0.3749548693868372,0.3046670040679246
1,4,0.3128903349322325,0.40429314416387496,0.2828165209038927
1,5,0.31016160401080645,0.4056831873855773,0.2841552086036163
1,6,0.31688906434124414,0.3984425674176682,0.28466836824108754
1,7,0.3186936294959664,0.3870949758842661,0.29421139461976753
1,8,0.3077203404910771,0.39399102756204635,0.2982886319468765
1,9,0.3064578621705099,0.36606664057277033,0.3274754972567198
1,10,0.3219993072476454,0.3712028074225285,0.3067978853298261
1,11,0.3122233733911458,0.3847781370821727,0.3029984895266815
1,12,0.32180805688020037,0.3815919370980865,0.2966000060217131
1,13,0.2922961590568548,0.4163151951818516,0.29138864576129353
1,14,0.312887092790472,0.3962426320723298,0.2908702751371982
1,15,0.3194810959987891,0.3864833366934217,0.2940355673077892
1,16,0.3260332741167102,0.39407821859026015,0.2798885072930297
1,17,0.3446994397278923,0.37137708712494155,0.2839234731471662
1,18,0.32396087314456196,0.4004656630705929,0.2755734637848452
1,19,0.3199758567020566,0.39551917333383657,0.28450496996410685
1,20,0.33913430254795085,0.36653043440729816,0.29433526304475105
1,21,0.35502673616594715,0.3823675374117365,0.26260572642231633
1,22,0.33463242984859703,0.3863226415270264,0.2790449286243766
1,23,0.3482856713778725,0.3811184867371669,0.2705958418849606
1,24,0.34252561048453173,0.38705377937115715,0.2704206101443111
1,25,0.3351260755066111,0.38787876104479435,0.27699516344859465
1,26,0.3460426032221358,0.37042118944963004,0.28353620732823415
1,27,0.3671663256060994,0.3712967903516581,0.26153688404224257
1,28,0.3540148525838672,0.38014749198549924,0.2658376554306335
1,29,0.3548255690125317,0.3637855854277857,0.2813888455596825
1,30,0.3674702614160266,0.3620943585385935,0.2704353800453797
1,31,0.3782828769259103,0.3582306200933678,0.2634865029807219
1,32,0.37016431703527175,0.3572631554496919,0.27257252751503636
1,33,0.3574261766704146,0.38082952647036505,0.26174429685922035
1,34,0.3696738477327125,0.34138271424612066,0.288943438021167
1,35,0.3473765113052987,0.38237206023279974,0.2702514284619017
1,36,0.3911108040796747,0.3661654477936332,0.2427237481266921
1,37,0.3565587653314015,0.3694054425990699,0.27403579206952855
1,38,0.3632551883885064,0.3805341409600212,0.25621067065147235
1,39,0.38278332539205406,0.3430774832306882,0.2741391913772577
1,40,0.3908683969417504,0.3620660933359423,0.2470655097223073
1,41,0.37767289652916824,0.37061154084534337,0.2517155626254885
1,42,0.3902443695654513,0.33967001513352546,0.2700856153010233
1,43,0.378102531084413,0.3553413830175702,0.2665560858980167
1,44,0.38051777908543893,0.3729872806600822,0.24649494025447888
1,45,0.3816716398400242,0.3677762073940342,0.25055215276594156
1,46,0.3990230843751158,0.346265190481049,0.2547117251438353
1,47,0.4165336469492384,0.3373570473094376,0.24610930574132406
1,48,0.3868565940357412,0.3457011076920622,0.26744229827219657
1,49,0.37856965157719286,0.36070077253825716,0.26072957588455
1,50,0.41009310793841464,0.3569267630098578,0.23298012905172757
1,51,0.39208311278620445,0.34907778779773124,0.25883909941606414
1,52,0.39041543123762634,0.3334470243141924,0.2761375444481813
1,53,0.4048509455562562,0.3403684653647569,0.2547805890789868
1,54,0.425803279671454,0.35087852049640783,0.22331819983213824
1,55,0.4267915680795021,0.33507267405972374,0.23813575786077418
1,56,0.38722183613543315,0.359068286006483,0.2537098778580838
1,57,0.41388472430528966,0.3524023116621746,0.2337129640325356
1,58,0.42479278147842986,0.3255772686314274,0.24962994989014273
1,59,0.41870927594544416,0.33804845984394644,0.2432422642106094
1,60,0.42935763996277715,0.3368015007240765,0.23384085931314647
1,61,0.41705738592542757,0.347366537130775,0.23557607694379748
1,62,0.42918773952157663,0.372574825475205,0.19823743500321842
1,63,0.4288954743572083,0.33954306728402917,0.23156145835876252
1,64,0.431618334658968,0.3419897100229883,0.2263919553180438
1,65,0.44815281907735377,0.33789330692255365,0.21395387400009272
1,66,0.4173387788988053,0.3337374858551279,0.24892373524606676
1,67,0.4406881358058901,0.35299070510011854,0.20632115909399137
1,68,0.44495942282401973,0.3292313694332619,0.22580920774271834
1,69,0.43804960443179186,0.3251825220128106,0.23676787355539755
1,70,0.4407973346822271,0.3116810191346071,0.24752164618316574
1,71,0.47155264516177414,0.3194654035750356,0.20898195126319022
1,72,0.4380168390494019,0.3210583953406943,0.24092476560990383
1,73,0.45778739554388864,0.32212198150330257,0.22009062295280873
1,74,0.4317283964402352,0.34669187154052444,0.2215797320192404
1,75,0.44960565000586994,0.3263164367856399,0.22407791320849002
1,76,0.4528094710762694,0.32198273426845764,0.22520779465527313
1,77,0.44735088031126297,0.3411883722503165,0.21146074743842047
1,78,0.4596629964831404,0.3177336150183337,0.22260338849852593
1,79,0.42755516284116557,0.3591337224626045,0.21331111469622993
1,80,0.4547771450433095,0.32603622946599764,0.21918662549069298
1,81,0.46785556183831756,0.30458392440407683,0.22756051375760555
1,82,0.47366464140555026,0.2923679104862976,0.233967448108152
1,83,0.4688599076286139,0.3296973054983012,0.20144278687308495
1,84,0.4501350652367626,0.30673351515405056,0.2431314196091868
1,85,0.47662973944458054,0.33355646655396515,0.18981379400145437
1,86,0.4785892258806621,0.3143969279781989,0.20701384614113885
1,87,0.4746777179013244,0.3071392920408573,0.21818299005781813
1,88,0.47768131760406773,0.3033950265169057,0.2189236558790266
1,89,0.49967107206759526,0.2945548930125711,0.20577403491983373
1,90,0.487350247582937,0.3049435480931436,0.20770620432391942
1,91,0.4886054085803674,0.31464007898176155,0.1967545124378711
1,92,0.48313518721000837,0.3153785875593393,0.20148622523065232
1,93,0.4882649395468991,0.29052879035052404,0.22120627010257693
1,94,0.48301688319727176,0.30701229703588856,0.20997081976683973
1,95,0.482792629980037,0.31827566951069136,0.19893170050927153
1,96,0.4960606557421475,0.2884232147792249,0.21551612947862747
1,97,0.49451918954566876,0.30106518186764464,0.20441562858668652
1,98,0.491595575002711,0.29796712012538135,0.2104373048719077
1,99,0.5021143784807032,0.2860647860101993,0.21182083550909753
2,0,0.2941717838632742,0.3847239765778657,0.32110423955886
2,1,0.2903516377169862,0.3856613895621889,0.32398697272082494
2,2,0.31833461507225363,0.4019535660312666,0.27971181889647984
2,3,0.30954991039703694,0.3905259066975451,0.29992418290541795
2,4,0.31303381023389076,0.39586876723776737,0.29109742252834186
2,5,0.31068164200495274,0.4027634429247961,0.28655491507025116
2,6,0.33319715181324816,0.38010508207944493,0.286697766107307
2,7,0.3127645354460373,0.40039061317098157,0.2868448513829811
2,8,0.3209217877826582,0.3895404606106866,0.28953775160665535
2,9,0.31762019103819555,0.4017515248713288,0.2806282840904757
2,10,0.31334404399369137,0.396032362433462,0.29062359357284673
2,11,0.3390909643736221,0.37244442152991775,0.28846461409646007
2,12,0.34147766799676077,0.3701283341180123,0.2883939978852269
2,13,0.3325608713770538,0.3989507314938618,0.2684883971290843
2,14,0.342415359572326,0.3847203476983344,0.27286429272933965
2,15,0.33047973986703344,0.3734648439730543,0.2960554161599123
2,16,0.3290577589456482,0.3910678414522394,0.27987439960211247
2,17,0.3355898442805118,0.391445886317814,0.2729642694016743
2,18,0.3332149974646303,0.3901282016865944,0.2766568008487754
2,19,0.33299141235176166,0.3779164376872586,0.2890921499609799
2,20,0.33937304546586344,0.40772259837449715,0.25290435615963935
2,21,0.33673466302436594,0.38826426627736144,0.27500107069827273
2,22,0.3410196140658542,0.3840071998481723,0.2749731860859735
2,23,0.3583156749917581,0.37110898995702346,0.2705753350512185
2,24,0.339111502012316,0.39204755211930364,0.2688409458683804
2,25,0.34072747070035575,0.40531106693850466,0.2539614623611395
2,26,0.3780303618646927,0.367163156608616,0.25480648152669133
2,27,0.35822177795547927,0.3744480569982806,0.2673301650462402
2,28,0.3555683254856128,0.37662106026514147,0.2678106142492458
2,29,0.3795965789823979,0.3551658749815293,0.2652375460360728
2,30,0.3634585801928026,0.35491292541505004,0.28162849439214743
2,31,0.37503354805653255,0.36314449806611604,0.2618219538773514
2,32,0.3672139160943132,0.36505764907664423,0.2677284348290425
2,33,0.36288126724613884,0.3841757479310804,0.25294298482278077
2,34,0.37309656081603404,0.3778447891830956,0.24905865000087032
2,35,0.3686425692757842,0.36589819328848205,0.2654592374357338
2,36,0.3606547705908901,0.3883993970679171,0.2509458323411927
2,37,0.3818758271717631,0.3529693794766834,0.2651547933515535
2,38,0.3846009611953496,0.3375039928099954,0.27789504599465503
2,39,0.3770980783687255,0.36634599413468055,0.256555927496594
