0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
44500.42169118717,45936.40228664077,46739.17807252825,46983.992715283435,47913.662723879024,51052.42838996567,48410.76130388156,53280.31598729211,51615.42119760678,51743.191858730956,54159.62012528266,55617.06978244995,55702.566539931984,55456.26592258427,56619.143932900035,53686.25240751284,55523.18897350221,55433.305311829696,58349.26487495077,56749.748462677046,58533.33652017111,58450.87994397905,57043.44757826921,57626.793730250734,60120.340423068534,57858.53557334015,59146.03555437243,58250.86935664129,58994.40687836363,59485.297664373116,58759.86037262059,58695.14290780492,60330.016910898266,59102.66141729091,59265.03974676562,59224.61277386275,60364.30513848241,61689.69821878951,62458.13751486439,59866.24746716378,63399.15428120983,59689.31584978026,62266.48716336474,60166.864203297744,60050.163222394316,60259.91244960505,61145.26820664054,61955.237269468664,62110.884177853564,60218.95143028277,60205.95096808318,60332.6879786382,61335.61895539646,61251.28755251654,60395.28616391227,61888.97836836527,64308.56169133469,61014.03832424301,61124.0095879119,62338.762739255726,61018.05458880736,62511.47244009445,60865.24965776218,63943.618723144646,62175.24603048845,61032.869072579946,61084.85518228471,61188.18616372258,63464.637994194876,60306.61758321969,61038.60943207317,61176.456658020696,61841.26874005834,61543.785609384024,60088.08486665528,61405.667680700986,61773.38143997694,61146.035783445936,62730.34899170426,63015.556777171405,61823.8608104296,62199.86802819646,59334.9028218362,61427.47922412317,63142.92234692928,61433.06668546497,61060.26937007356,64681.75828056573,64134.743551833264,62516.04609768198,63324.55394677273,59289.456368867926,61018.05952916341,61401.55023137519,61684.548590249506,61381.87341455376,58911.72197653643,62436.804769053844,62627.66439384649,63899.15229326966
44054.028882270046,45052.18546512661,43906.07219311253,47729.29699376525,50060.55238507558,49084.846285614316,53176.69299964651,51031.57174741062,52203.405009475726,51034.47848970364,53616.57339065627,51459.626127650175,55193.84515602301,55723.3572748349,56946.05745443764,54522.087037564255,56342.0601652449,57203.289255123316,57410.43636348893,56171.56295522389,54648.47038456528,58224.203969254064,57895.21628769373,57651.13887066855,59484.49363054942,58735.21130597613,57413.160358816494,56872.17615331756,58016.39358450287,62412.30675085723,60566.63231369691,60074.01406295559,59768.49579414237,59819.4747799034,61638.46399363494,59762.761656021,61150.09928690114,60139.14271715979,62978.49110949175,61628.095379450286,62313.44950683272,60193.66995300252,62235.9922704522,60657.80703764265,61227.31293495775,63115.67704248967,59956.87537811178,61503.16794179481,61832.64884259025,61975.7387056612,60852.60072138455,63936.17133164415,59915.32597585076,63254.13674390455,62993.57544510599,63846.5204830138,59687.60660288292,60577.099092977536,63434.55544435011,59414.72186931011,59760.88345764302,61122.74571797884,61957.89345224375,63655.74528243041,61539.19696546127,61047.00963379456,62164.95314688355,62368.26164692551,62346.82618130055,61615.535342799616,59494.0360999228,60749.310139403606,63564.419602487615,62093.5999661321,61490.53172139536,63227.25715906431,60536.70230095617,61629.335425086065,62071.52849105591,61382.61365871347,62038.84023758679,61697.98540626947,60248.95836131228,62150.57600897223,60343.11416700434,62139.92873539616,63593.94637072404,61611.30373259734,60546.07116763312,61802.570826857416,60959.495883302436,62673.98967357539,61785.53476089043,64017.21558118046,63363.31222370265,61786.10963434483,62830.48440792375,61501.69153560816,62016.02770210797,61543.15270774131
45919.74715181965,47815.96718651399,48080.43142489927,49187.90111921674,50086.858372483846,50480.474827047234,49237.415826341814,53380.65137365785,54192.30726036757,52389.546662425506,52827.07147818652,54569.70386497186,55022.38301222744,54611.708180848786,53814.87695852871,56112.89092898521,56811.10946909864,57397.69476150606,57298.84972431761,56884.58390735142,58711.65109944018,57886.86981007179,57520.30828442796,58114.35952376741,56472.596355120884,58570.424562747205,59822.31824598745,59597.6585268001,61195.946510240086,59225.122100318236,60284.07598064156,60798.967464152505,62797.91731671023,60290.06489718149,58984.8041989672,61368.99105033145,62696.66762124214,60170.19780523776,61659.60099761737,62211.82283663102,62039.25998197656,61045.631909596705,60128.06042551553,60935.364490499975,61645.59169089149,62243.48686665639,61608.93950381833,60803.38110437964,61973.4981197475,62383.835529991615,61849.07418079409,60429.22987322846,61251.55699659845,62640.85920924055,59875.875347902656,59053.640308619986,63403.17854150513,62233.39518447145,62372.29977638027,60374.98848651401,62573.66781505136,62039.013487114666,59826.307812478946,63454.21529118051,61951.93605172017,61301.59585217688,61337.69752646557,59386.47958045337,62529.34231425387,62143.3474410361,61607.24327782487,63384.63157527321,60199.463477371646,61152.990268919035,60857.54835861137,61550.90092528968,61973.806290107575,62415.7694141153,61489.850261120926,60859.43978048115,63941.1331898294,64817.18635412187,62100.11402491376,61024.666110292324,63707.681274070535,60205.08205768594,61543.25539209812,61113.19110771305,60560.40826305771,61618.92712319727,60920.85471798792,61975.76422739601,61995.73385912481,61219.9016109566,61523.1086809772,61692.78747823806,62943.56879969935,61795.45994532655,62964.921528853076,62679.84932362727
45685.83683628089,47761.79641887767,45778.7845205748,47513.757470105775,51095.17680816045,49510.18791953846,47226.410789507114,51095.92353858059,52188.941704525365,49529.666445484094,54872.631744311475,52978.35492483469,54755.683348232255,54582.86560893953,53768.886042188984,54461.439738522975,55027.28621957493,57829.515674879876,56702.65257177238,56583.683465523616,56397.31795692437,59243.23187882404,59835.257428693934,59752.836260670294,59158.68400107586,59136.91080200631,57537.06904056677,58894.93594817976,58550.51725864694,57350.077466355426,60967.75228797602,59012.683316914845,61421.6191956877,61174.44198875234,60905.89038556413,61086.937432420935,59719.418135591535,62786.6764390585,60702.05366843333,61099.66719249877,60039.88972893241,59777.56336969606,61538.98414594261,61293.916143242815,60148.04830715524,59427.50777521583,59684.297741426424,62694.63112473766,60571.13795478769,60945.04319388923,63133.95042360758,60086.07373689076,60596.8504473986,60580.95408327276,63477.178895795274,63957.51413618828,62495.35499181491,62559.758547430276,60947.79776993286,64003.963039151626,62009.869644121914,62732.447379372315,61600.87097937188,61423.43608925875,63757.16677489304,62424.56502715797,63532.935774932295,62111.13967306628,60799.29855098852,61129.10727288704,61963.69772758211,61098.64906707921,60531.14060981343,63310.8176787046,61223.71417933561,62051.28619836513,62248.20256766163,61193.96943515699,63647.17776441755,60571.69654922149,62231.8751664018,62218.55937162749,61863.06449521835,60376.50741479098,62982.11737905594,62833.40338968162,61134.30114743445,62797.51621797505,62401.74014715923,60418.22162827006,60933.14651551104,63326.51660428512,62334.42068008831,61288.336144210225,60937.55363948267,61351.33368198401,61438.378090502796,60958.41958744847,59885.1625050498,63344.889687042625
46164.760407133734,44568.474712294264,47285.6271309463,46998.89135441659,48665.33757992913,49405.24782439719,50091.158158532686,53743.02205124959,51498.62344671803,51700.285596321235,52356.81126104948,55087.34222915552,52378.88481197571,53938.89596362978,57051.09515336767,56038.832925682655,56379.69202933133,59085.285136031955,57175.315941030756,56360.09869175421,57180.35618378103,56445.33284215601,59585.34034968447,59020.617643266334,59917.05617405593,60244.6954660207,58499.14148502481,58056.215477822356,59309.09376909301,58493.37871219083,59897.24843546841,61206.1955095872,59784.721331506335,60296.34041572961,60125.21407413599,61314.749633230356,59656.45592093404,57921.520743537985,61215.34578254013,61922.75047592591,61354.43042292262,60126.68508806679,59604.21441754801,61626.29698625266,61265.04588975994,61002.668684556316,63395.16145781203,60123.11055121073,63437.086957720734,61389.874134544996,59190.857540851655,61217.611225491484,62620.63953017841,61065.408238179625,59765.762468909954,61368.036497333975,60564.87227266226,62209.87415975075,62572.30355263728,60399.644365568754,60841.66927275274,62616.68602016095,60696.88777193827,60446.48543105829,60347.086705222195,62199.342947021745,62162.27448506879,60983.89063051737,61823.44087005011,63661.67765332739,60671.267248322714,59508.35819551867,62406.18499103111,61736.63584387827,61025.52816014571,62667.95118584143,62899.912433401456,59249.81956168557,61123.10091364928,64693.28614010325,62618.0107490627,62734.542489932166,63335.6431530131,61953.285140957036,62893.15730892973,62802.865037884745,62591.83317784723,61562.117204587725,62158.32163043781,61248.922325535255,61973.23837847647,60558.389799898505,61014.37246839031,61626.72522887306,60835.278191173755,61363.785514828305,61775.042354249425,62456.29004020082,63114.388202133254,61420.332497707954
46602.12554072235,47222.71454881309,47726.966174602625,48265.95615283026,49362.16325804322,51243.429101045236,52072.85480910526,52941.42162441842,52076.60646658186,53336.16278439989,54884.1647843924,53086.35063957374,53979.30738554527,54873.28745896858,56394.42623080912,56844.256080947824,55872.34868985047,54716.378038603856,57175.11913064772,56107.94272059163,55730.92520646438,56291.20574011223,58469.873111080306,59964.388415341644,58614.432613574354,59042.77153733661,60415.66834879136,57336.57300933276,59995.36120858299,59526.784255954495,60378.569135576065,59267.498562501,59004.964158253555,60284.95699298305,62216.85840160538,61384.56867175487,59848.563469863875,58948.08981433217,58631.82241085233,62316.6685125769,59672.68258344938,60504.345587034484,62551.68228666439,59096.21820154149,62885.9885576084,60849.251293075315,59829.90546793299,60962.44955164963,60439.926394686,61880.71720738709,60615.78319243137,59138.683757571605,61204.56919696829,59875.62021480174,61780.68057918201,60140.89753674939,61007.8637575258,61838.802243502396,61389.27330331502,61967.68519446773,62504.97873775283,60319.19462235506,61650.22385714737,57749.67063704213,62058.31602539673,61415.91965502219,60611.14550547427,62183.60917372805,63224.57548731831,61257.897495222496,60706.362048334515,62048.479641257654,60257.366300191024,61076.65959591753,63344.440858304435,61960.06997679029,59637.481903063504,59743.36320880639,62100.72123602319,62947.13535376825,59976.77909975349,62462.873252971396,63524.58222764299,64198.23333626773,62334.60362865164,62549.35369874307,59385.16206859014,64468.2346269238,61261.262667882955,60834.79081259334,61651.61385166912,63774.58696744014,64612.77651497011,62115.99009455399,63165.42571601423,62021.65109814512,60726.39895873422,63745.66763154952,61228.7264634821,63819.510671407945
46558.249595722904,46833.22477121115,49316.82328377511,50760.3924374972,48768.926212243794,48848.41477814586,48367.43541268637,54033.10425687436,51499.39585762732,54032.24641492363,52382.40253543456,55680.72865056786,53521.26649982874,53423.9805030116,55064.70002808933,55107.918658931514,56864.94536584145,56465.03547122848,57632.94127095486,56860.69631768336,56720.719806810084,57107.5789555174,60532.142459302864,58601.3487008946,56187.244542747205,58164.86393561655,59112.4336611089,61404.398517733476,60605.58796173055,58434.63059335878,62601.32708926452,59810.286814823805,61482.08468005527,58730.33611096044,57360.03309930295,58661.35875786308,56557.39462264514,63091.76345021319,60907.74265395337,59627.776348218686,61361.93016518852,61122.16252604461,61711.34901010809,62484.3376294798,60747.365762608315,60097.81267042513,62201.53570346578,62222.06999768969,61427.925502113394,63964.79847511716,60868.155565662724,60352.82484471213,61970.953951266994,60693.54884924939,62130.1165473699,60565.84402848205,61113.18838181404,63888.70538249219,61157.518945258926,60708.54700204573,63093.44868533932,60447.46472168859,60895.969029720545,62436.94853866268,62887.60977202565,63241.468280769295,60894.61902298325,62519.95627455557,61258.008555243214,61102.33203212847,63283.99477537532,61190.9840512997,62193.93981539184,62055.81260363694,60592.65301271763,63044.76632744313,62565.17933221365,59516.20445129717,62239.12373833188,60984.69854166708,63234.41521780002,60188.73831983868,61500.39765629987,62367.23201190353,62002.344669790036,62856.74049333687,60122.87699853277,63930.82877356946,62582.02451414423,63586.61805830446,63006.94941607656,61946.64673307157,60422.08340482446,61289.23586168454,63875.200708324934,63632.331577710174,61228.23355023161,58591.61008316096,61720.05175874362,61631.630277606746
44700.27286555154,46730.62829666018,48173.508671455886,49269.93665419374,49514.06921596341,47658.04287793842,50195.11953816218,54104.393290617074,52476.074350092436,53111.585668534186,53703.292104174565,54333.2654284806,51501.67299270412,54566.61428305912,55269.436347080205,57283.84397918957,56206.593096834746,54550.89571993718,57395.80538489866,56245.332507494415,56058.70588273495,56806.86075693279,58729.220977263045,59841.65706993436,59147.27512830396,59547.54262010188,59563.84874954345,59311.511512465586,60207.46626461797,56638.161436653776,59832.60620654338,58593.769211038874,61381.971993818304,59939.75994158009,60274.96651952543,58545.39029720055,61677.99186089541,61310.05000183827,61318.64061009827,59761.721747753734,59890.41351528662,61163.281027963494,60132.830843073636,61554.77150332908,58502.17602291826,60568.566370058405,63364.30960473127,61786.65365782325,61507.194929804966,63734.005291505855,58590.39777053498,60454.28107292872,60987.83643216221,62533.49575715206,62586.28435426991,60526.245884710224,62791.02430790336,61135.71915765914,63098.19132413514,60427.99761712001,61540.66022001213,61120.51428358076,62994.73735177588,61117.73773417248,61710.57782856359,62385.07028866766,62445.59540127918,62869.08899594003,62070.68812690983,61327.22009400543,61420.50094219408,61881.25610458034,62159.60527145592,61692.51126314205,61900.60236948248,60064.75026832902,62693.66860114452,62117.08793220899,63108.46290109637,61912.459271555526,59831.84775587873,61493.08269680758,61688.25411091323,62824.286517237684,59452.80806340371,61990.60600561882,62561.39364069588,61154.74610699079,62041.40453537852,61202.512391723576,61082.373693132206,61470.475050260044,61110.29086695744,62785.84165350658,61085.78245668739,60886.314231265,64093.26792656348,63126.463240792415,59741.463407118725,61059.151795538644
45290.955566067256,46484.88733514029,45333.46213738562,49471.8557890611,49969.48755081892,50397.24967869399,52232.63340624868,51882.23354144315,52565.31132343168,54539.41731258824,54593.372473319185,52825.00093077958,55121.24182441353,54056.922025402106,55919.89320637417,56317.98570850926,54489.22484834081,56380.494650286266,57198.006825789045,56686.373856192724,57896.50058290156,58774.92894539397,58041.50422458872,58600.662954272186,60227.86808835803,59356.95065163172,59237.18356974722,58040.22364466339,60176.38071632928,59936.871936407406,61239.78750541927,59903.93350454955,57806.96910660454,58076.20126524641,61120.645730115706,59667.24422906733,60981.916095412584,60694.33543091253,60450.09555005697,60621.715627650454,59780.3139231581,60876.02845594881,60264.83681601802,60586.19212396543,60706.892292587334,60881.58791386785,62314.81359402798,61103.5216691827,62535.485336275895,63197.15939029201,62419.47569436409,62074.01665275667,61861.4428896393,62541.90472840567,61642.729604711516,62746.93775063802,62330.40608767993,61187.88832550872,62719.24482947951,61776.94486203956,61561.27572975674,61137.276069553845,61926.72352334651,62940.83033254746,62828.24407008934,62200.96916842275,62510.85759051788,63330.7820167993,61637.3788452912,60490.614788104984,63401.495259238865,61214.71542389434,61031.68855215397,59713.67993415872,62563.09792812099,59939.71175155288,60992.53169056882,62605.63733895974,62772.523907737115,61130.22168480515,61756.940857713984,60876.1046922882,61270.09387328191,62252.260862900854,61335.160302264034,61648.132537069294,60187.335363802835,63308.07896709598,62563.93083540358,62906.44264890803,63506.37160253691,60970.32341976276,61533.047878284226,59691.69843808432,65736.23220101254,61790.303861341665,63218.22700625394,60487.78185340102,63170.945550681376,64205.98279534128
44927.66310116642,44883.32345855497,46955.49789513525,45409.46336772564,48933.75420657476,50804.128287421176,50561.650044145914,50998.51808473129,52660.0960076639,53395.03200274101,51280.02230143971,53941.39743620796,57284.58975908233,53252.02396857478,55212.40514583415,58076.144846547526,57474.3958111404,55910.63336692824,57127.060853039686,57207.388069403925,56621.162486846646,57718.749084000985,57742.25654229779,58466.442307914374,57669.69937726162,57257.17291146786,58946.657494067,61248.060762047564,59469.79301417802,59142.779462419225,60604.20315102378,59657.69571747112,62228.12841671627,60111.65129668623,61078.425289393825,59445.951287433185,61061.50189808398,60887.36842984221,60582.49580169862,60135.239856952656,60053.145130429526,61233.784879404,61720.95586700707,60880.30459256332,61439.99266118328,61108.12222398699,61326.43667610594,61018.73668501566,61328.609627609745,64589.381996881144,61767.50327166562,62207.01076079171,61994.87256465279,61188.09408958912,63088.283774346026,61216.057410977766,62859.54458006337,61218.64848076545,60492.25675038329,62105.64430474991,60363.03211156899,62351.48333205256,60294.51051858744,61362.26555748446,60043.440427548005,65165.89702275528,59806.533750108254,61816.52235544791,63189.303523892246,63072.78188264566,62861.749983232345,61469.77526046543,63481.401035771065,62965.1865495228,62132.3178055164,62174.151810287454,61528.13508266046,60808.17075454203,63390.79957542152,63486.916254988864,60856.99388086896,61738.675925800155,61756.06215890461,61893.61546622899,62014.290171124885,63077.424339255514,61048.32261155982,60932.91517951342,63435.79461416987,61399.78251244583,60442.218788704195,61378.42293989778,61567.05797562505,63831.454952453896,63077.51616374193,63346.8309796812,62955.72189717219,63109.06763254195,61149.58088801338,61738.5511569375
