0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
50726.66710784623,46650.0736871075,49589.53450336063,45605.84124527499,47027.476282806434,46184.743230027074,45523.13650261421,47654.81876132492,42568.171198677555,45558.57770518651,47299.26360487619,52104.14448769945,42415.405662514524,47746.577865551844,48026.57709467017,39933.89400120918,47182.38931479648,48614.892050727896,47610.96130129652,45387.99844097309,46652.22670273036,46058.65454634841,40038.180961835824,45992.36241295166,44128.405003888955,42976.89228512968,53113.52001309345,49099.27939369167,41339.65142719598,46058.73077850563,49544.46876059372,40020.2435150376,44983.71978987663,45063.69938896904,40517.58237196272,45739.81350001166,48026.533904203454,49209.590676379674,43515.16618792829,52247.688354856604,37586.22356084756,45240.90357241638,39510.96120652749,44248.18039958604,42218.7872885528,45440.189678631614,43341.45646234773,41033.61830708282,41173.12957385587,49719.2239271921,44883.9224277262,37947.12753301655,45085.75307560597,42629.55993297966,43196.54166052903,45734.75320385286,46826.73099628515,40221.49624035077,42803.81660569267,41080.727619519406,44667.5347370134,41943.494306912944,42709.76635120762,41680.56891022202,42135.16502492561,47858.923623010436,49983.78506059005,43469.320962602185,41872.0158965051,37015.17448636513,39617.166811108655,41574.242665283076,39620.88860305115,39886.70139719368,46808.9230846565,41789.100300932834,42004.540998748824,39398.14576247323,45252.99160411116,40733.88980457799,39676.6706149516,36214.324657337056,41006.49407801583,39364.72752562544,46451.261247860144,46890.37480430523,36966.294335939834,37257.594487265655,39893.55494537315,38095.749441809035,41332.096678561116,39520.461400582746,41392.65298472632,43675.74169351272,36948.026520461724,43467.50419475596,37880.43348629665,47016.55925869022,45257.83016270511,39638.142925164044
41654.228850394786,39361.86462926028,40070.05323351637,38007.68747587992,40938.05670651399,42804.34584787332,35253.40470452891,41453.82209602901,43549.4481527115,39308.04271168086,42949.312665856574,49784.67200008995,40514.58791092679,42177.77447920896,38628.11632218253,41640.609780932624,42604.1823312565,41825.51569088465,38009.702249658934,42003.79201167579,46093.16841803785,42920.48293129497,44633.91456058544,40867.82432222222,44096.65046312557,42661.333849969655,38795.469503384695,42928.35812444731,38806.36865678898,40025.28817087372,42727.062704547716,43143.10086673559,38457.082374379446,45706.08780111854,44234.46049460192,40219.61648079265,37625.18319681718,42152.46696310104,41259.84880251297,43119.62522014543,41666.309512585016,36475.12794460587,41726.98676713326,42062.42288498544,45138.826390388094,40947.57922306283,48624.28420731746,37205.9825611467,47589.67538690779,42746.82575783653,46286.02512685291,43861.42535504855,47323.345392049174,42507.916460905755,40302.59645761282,48434.50260815629,43596.457892773105,44739.29014590051,48052.216225953445,40869.460397014984,46147.99511486986,42425.468092450064,43960.896445776394,44685.83814377518,39724.54256862233,42103.681058934206,48990.09992238871,47573.18554084509,44607.63416063366,45656.78294602914,44007.91893145828,49361.268854851565,44449.78084196776,45903.510856447676,48899.619693577835,42815.4415515234,50361.86276412743,40546.96793326564,50730.006334712474,44393.296717212266,44879.92966352475,39679.24017948731,44342.63670237119,42541.30596940084,43994.92563419882,45570.7059195766,49145.74124712138,46815.845875997155,47206.78751310578,42787.267248623495,43545.22327690763,52190.263493067636,44152.40719380811,51875.62398234092,45868.66881004588,46724.49311283093,50213.04730061456,50928.64160878956,46574.692736399855,45757.622228731074
45213.09622960534,36317.62357067708,45819.90987546233,46547.00765417612,49281.68128841232,46179.961789686175,44581.64138651764,48535.81415113911,37456.53048128167,43352.16470199314,42549.40806381212,44889.5302405398,37964.18300086667,49222.8341191799,44200.60832101041,46020.14941170859,45713.89192019166,49039.96766360624,39041.759568403046,45359.4277295034,48667.77043425555,44686.44337049379,41955.93794195743,43067.551629901485,43742.585594219505,42692.639905526434,44511.00442538445,49826.391690192,43088.43275028006,43439.443282307206,46471.297868961,44440.574835315594,40746.60757329638,44804.19699910713,44683.547416329835,48122.17070540209,41889.112325751485,48143.422344817416,44686.94140128018,41454.586653072016,40811.90940135383,51190.043289307294,44488.26872692659,47996.813173537565,39534.017937253986,53440.62364148448,47858.38281077481,44182.59131470333,44020.26925486237,47350.71401056959,47166.981397520154,45584.093697271805,45034.812026247135,46795.414668882935,39426.548630143436,43811.92091963439,39730.035653462895,46934.69550304802,42837.39529269338,39970.950148226635,42459.8831231393,45477.93984469051,44343.269175821406,41245.89901109513,39544.42047446203,45236.5849184976,43141.542058398525,44174.14172843504,44489.007400037444,46376.21019896102,47710.22880566372,45468.82944306702,43974.51984076914,45079.24332190657,43914.44170476921,39743.829268374015,48494.22774812664,47891.00435996097,51362.668779457905,52297.59778072835,41236.735576791165,43926.720254787746,53036.92670998446,44870.23803013685,45781.474888149605,40132.38415457735,45480.92362104568,51182.20919922909,49117.20259233129,43048.049211140664,43731.787626981066,41381.119064018356,42276.277951200944,38887.321827883294,44728.57704108882,49832.35417577731,46137.3821571,49371.96476789034,48434.39808296319,43250.21411336759
40080.67477612826,35132.72874128989,40667.15739059996,47240.03526701017,41860.38495007455,40169.478543917874,43865.3413105045,41169.088583599456,41236.166102497504,37143.163085454515,41455.38438959742,44091.196710312004,38173.085961764766,45477.57854718216,40696.43971263459,38219.743623682734,44323.735777457914,40284.278647657746,43703.174912682814,40409.80672020703,41222.69775484572,43064.24113871822,42486.42613984357,35240.56092881707,38108.98972866764,44741.78871900738,41415.54675389889,40233.150740222365,37632.36113097406,38595.34882242234,35651.45647333389,41867.82089207429,40347.62600476691,39240.25208218033,42186.04544350295,43639.45349347624,49243.68792852637,37778.13467355933,46396.88802543036,45871.50075282399,40335.18606227738,43549.3449536652,41505.270571816596,43634.60749774401,47940.33035400567,45119.75812623838,44880.072046872265,41946.24249937747,38644.95806618152,42797.54819091716,47396.499630918064,38719.12346497374,40300.48169860225,44151.531503423765,40667.28650667058,41352.81385812021,42604.08049806579,39660.32733689455,40983.82019311772,46422.68650543656,40058.84093928515,39199.940482747836,42367.75844932992,46796.80306257696,43895.10273966248,43109.30014598962,44808.6148187166,39151.109952222854,46391.138900160906,46105.77997927954,43639.70783238864,48239.16045795055,41482.921574259366,48770.92494002758,45726.70296222803,44226.062015420146,45310.14174055877,45101.19719384943,49420.05678368821,42140.48537795134,43216.50409129654,49043.44198190466,43892.26800539145,48750.392716147966,51377.589085021806,44724.35692388778,48261.167525849065,42459.699851227604,48637.368776039206,46931.086048086945,47877.35886654905,44368.51280383017,41189.58357523555,48186.16418295599,40043.574558530396,45701.650141995604,49799.66076042269,47472.65861337957,53163.98939262034,50280.34928826168
40709.02721872967,46664.138777178,46914.44334739436,42486.749776095065,43025.226786854,43942.05309181952,43056.88623479994,46159.46762452612,44504.85575385652,47380.94319274252,48371.10678477909,48083.91489332267,44839.11116692393,46991.13009509439,49322.51354186656,47365.200599481905,51817.41549090581,48940.952555633194,51226.1753597478,37681.06764718945,45895.22217350733,44478.56751210441,45044.50930743896,42797.867229404124,46570.86838425968,39445.58264858751,46452.61412280429,42621.43318633136,43418.96653181663,46352.700612105305,45130.87660796015,48180.627724581456,41634.96251866657,44408.40857957186,47440.03357039528,45681.091705257,45816.4470656264,47929.57553066473,43013.15547674883,42268.565435632976,46014.611369900646,43622.82934577461,47621.35444693572,45142.87095836414,41894.16671196005,44901.01070397747,40858.83582196264,46706.93877551026,39135.173225106526,47445.96241278133,44491.45130043711,42867.34429114684,45765.90160622073,44888.770513844785,47439.03957592398,47338.5086738422,44167.733461736156,40180.03076796392,41166.161097561926,42599.01279368555,46219.08517964006,41226.43201058877,41422.75195078518,48460.17655911031,42140.99223833875,40372.898355187266,44818.60062419461,42082.99655715559,37745.201868931785,45452.137186195716,39659.97922426737,42119.27189464462,41691.04574497137,42574.7075934874,34756.23973546985,40624.65136481215,45225.74121863287,45604.98121920885,38312.71926359945,44360.05579081922,38906.859129272474,40074.224042687965,40171.670229350595,41479.485002370435,44264.97872073682,41836.56950519214,40515.57028615561,43943.880794207136,38209.2613290299,40459.974887973265,43822.86356717173,42259.436443386396,39002.776767125775,35582.78077112157,41348.281564078745,35231.06763673872,39532.116845109485,43914.04901897148,41980.33473887298,33524.30727036107
41538.38265525755,44860.18037453422,38557.52460423631,38619.88921753173,43961.77874324028,41302.58155683233,44480.72726004394,41418.87910458098,36862.8833857741,36370.35290107466,35742.231510082136,42896.34364900489,44651.99468236327,46837.15077162834,43687.83605333336,44781.68950871802,39275.260866821336,37501.489588439865,43992.981136463444,42680.01275060043,41757.963412032266,42724.437222874054,42589.74909942182,45734.47657779403,45840.92356838395,43509.18189516588,44544.95303058521,43554.09107685019,40504.0548372872,44471.5120102271,37658.82790086248,45564.37215926602,38440.15285537495,43247.90385107648,39699.5477370767,44245.59222058564,42436.89382248524,37512.942550038955,44033.10750612782,40908.22927171108,45647.95233488561,42903.232102940005,44235.04412293869,39976.18338435536,41225.247970543554,41714.174546294715,45993.97318930143,48690.83900420989,40817.38978836219,46910.560527551046,36592.38579863129,39784.65452256528,40608.67661697,39419.44694126444,38750.69897086156,45210.485407729844,43274.5793268668,45244.400302639384,46310.52269659894,45021.69154986928,46347.26640610544,44090.62799715605,40585.459541259996,47839.550833172005,42640.09370035292,41602.05143991984,44097.32946409259,41816.3787956249,43472.303585714624,45979.76042779097,46064.188515082555,42147.14580764001,43530.25189747311,48599.481776880944,46820.80360907184,51943.23842894564,49150.14752971026,49106.18226383625,41073.97215369296,48030.21171108554,45486.62389113554,43964.13095595033,46335.628887683895,48893.363779443614,47542.055030607415,43198.984845806415,48456.67660430447,44111.235016872066,46915.60820290793,45322.209077002466,45663.264358082364,48886.32095447306,43176.43060163963,52800.38181344376,40818.98922472226,44804.63513075618,47972.556835692354,48728.39119117885,46607.770623463475,46816.349750395064
40745.188184768806,42377.17774218937,37072.69016210391,43005.45992358773,44922.359546103,35789.943773499595,41314.79915745148,39519.19841540605,42803.19442396102,36743.054156277714,45919.67302913015,35632.51439720476,40066.78584119994,42308.939362377074,38793.62107970755,38361.72110554355,41842.467168530806,41450.851945991664,41291.72941485575,44091.23758012435,40151.82879517174,42507.5449641925,39934.426569072944,38908.408271608525,40785.742085801634,40171.628168657146,40402.21167466294,45638.13864605783,41166.66692688421,39929.20369920949,42211.06419816569,42525.4485971301,38464.606327925234,41378.43326317704,41320.25056692489,41923.885798880365,44867.145339176095,43053.51160388284,46616.26819850174,42720.26261873155,48511.76212549903,41424.509855048615,40507.09734996857,44791.77259969036,47476.17331099916,38769.64760714546,42622.155178239445,41368.73009895754,43851.06263551405,43496.70381984456,47840.573527762244,43259.1652688613,48076.076793472406,42739.153672214954,46782.92381851851,44620.61057892639,49495.22923538298,39303.85546929686,40376.66540417866,50032.90848262401,41895.975943267906,42169.760567288555,41581.52291023885,48129.57251545337,40514.18816293212,44667.80091524811,43816.676836968945,48054.22360458793,43004.296288619546,46207.66013195035,41201.60319468768,52296.813343969065,44324.21365201722,45189.659313249336,50527.53718064496,43425.677425253634,50709.36087114095,44127.736687202974,47664.58570337955,43753.27733734883,41317.2490321025,47053.974649002696,47845.67068112711,41657.852493242906,44956.80731888606,49852.52968701911,48001.188723357234,44886.827145806186,44310.13997699196,52527.31113336058,41733.45374026722,46244.9079962359,41818.02050922988,50783.16443925928,46623.669087397975,47287.32878843391,55648.33417868713,44959.4732962294,52524.73585428024,45749.6578738938
42543.24648906561,46818.73093264024,41685.10305875221,46053.85532594129,45921.60098511835,48651.62828570647,46721.56199541165,48499.95334754623,48685.3518603879,53259.40813126242,45283.979996013695,43210.94958008981,46938.98272052766,43513.51199396154,50752.375469097926,45033.09621476919,44058.8424914901,44289.76949029622,48026.20848238198,45151.775310224904,43532.52476144136,50844.277651546814,42704.70095432684,45487.54881064295,47390.40998818304,40012.05087898859,46698.449766115125,41714.56452937165,47653.10691887083,41869.01171135422,47095.648780704236,48346.74662022389,47493.970619398715,45470.879941028594,43855.79657858456,42680.70988098102,49161.85646516019,42145.45367930192,40994.519877707324,46371.604834529295,41624.07940152039,41060.806909118495,39410.76939135978,42414.2844733223,43624.20081242011,44596.07534669605,46791.654729233094,45362.84103249822,42995.26950349043,42901.12737093843,45097.15036517505,47466.16391531081,43727.43776157856,41751.30651905194,40004.64697834444,38486.45426499199,45172.466990943314,44819.22824534355,44746.55317933122,42416.57259995625,47259.766944429364,41137.68950419727,45673.02317522468,42421.477281488005,40528.0250277736,44300.13738745724,43644.168913122114,43404.93909228042,42452.01014249903,41999.95425971826,49693.29542769046,45769.419244425735,44222.13697304455,42196.14114463468,44990.57980958611,43354.55298142234,41710.11783513954,40584.149714704625,41225.91300432788,31268.779059331635,42017.3570291868,39709.60381637412,46298.564196525425,41193.21415791074,37255.923118094186,40830.28249668901,37571.6044469919,42363.38857876474,41708.809343664136,43772.157526617164,38105.541902941026,40674.482473586635,36126.87974958427,42669.02572640151,42013.92313094374,41869.40435011651,40217.302112463425,41468.68739193827,45204.59221729457,39087.69837746555
46396.38955500709,46559.47408878086,39613.020790304254,37567.27266413384,42153.81478496563,39168.813459563025,41677.92729575264,38380.19505582356,41367.872296929374,38038.04634902452,44496.681638371396,38889.84916736942,42964.01296283675,36871.93661299826,43489.6553310532,37968.17703894782,41967.07891363156,44476.26331673376,40632.78199734558,38050.10022904736,43003.94143697636,38793.70800809153,40261.96963812442,42475.743136648955,46051.13301251435,41852.64749983507,41911.52786988823,44269.13216868404,42140.988049151565,44084.20168997033,45572.51946861355,41143.1603110616,31782.592234103206,39715.96663385985,46271.82283871337,42366.700174274985,41460.23767848527,46349.87359441188,42362.62895493302,36061.46949917846,38011.31623305613,44238.663565604,42755.64595659384,47695.30477265755,40764.651322937745,42191.41574340604,40422.115418733185,41657.33095465488,37339.84690992779,42230.455539684765,43369.373171289844,43169.80191017042,50555.338120712666,49614.625394441086,41415.303511106344,37348.291466000584,43642.154830214975,45235.135472449016,41347.461066185024,41576.59514315486,49306.60014422434,43488.96628546634,46503.038978064746,41477.567221411235,44343.04305733318,43519.67686432916,42505.47230249614,48434.33505424316,40363.67437725516,45838.96972042401,43813.10565192535,46347.64036271682,43997.863867810345,47936.63395975677,42225.274917916344,49007.2005163913,45281.568750779225,41193.236351596046,47691.840974040555,44949.5394066021,40191.484292919115,46791.17059530111,49019.08608686844,49971.52123783929,44728.667915074686,46475.11878714337,46242.5243777454,50918.883572543484,43628.65875862761,44806.01904587476,43692.53137339699,41797.061760382196,47297.96948441716,51699.91223744585,46011.314379216456,43895.102528233685,47385.8298350214,48743.764030658356,46428.9308894959,51491.313062253364
45202.10528207456,48463.24798026708,38459.1712781887,54944.709855775494,48416.45522083319,47122.87041900126,50356.77426829885,54004.743474050905,49220.732697026324,49399.83827234554,46711.137371215314,45769.339811447986,44628.96973069947,43437.24970732154,43811.65589106262,41617.61485349639,45625.89822649479,40407.04355085536,46338.2056045326,45540.30771083016,46056.05154069599,43844.33049108754,55290.39762902206,49726.10825431437,41320.494302759194,45977.5011120893,43215.996504216724,41844.573965445365,40731.97139260543,46332.58835992456,42698.371126565246,47905.124084961455,47917.47682387114,49063.1926993433,41868.32194452247,46046.42247946696,46478.398947800815,42866.4682235057,41843.461049474114,49392.89037290735,44899.70397405975,46136.10690328766,41399.65979245366,40057.885666724935,42066.649610514134,43421.31337853383,40341.97072565923,43645.26428908645,38202.84400424141,39951.20178344994,45611.56245913247,45326.06905882865,42069.22667399435,39995.679463479,39894.12681693495,41916.6527240989,45102.86321366898,45940.08318199881,41310.0883454476,39137.10706513152,43614.675398748026,40051.55678086597,40957.75317180577,46786.33803485306,45121.51684615794,42909.55820324505,38263.19252977263,42939.09527853237,45592.42252243928,40919.184390762406,46374.07013846254,46116.58290625624,47233.03597195003,42815.161843284164,43647.33020705601,46222.36901962919,43057.92322488335,39951.606410626875,40049.511407959326,42177.51726621738,37213.63779320645,40814.298743561856,44710.97098035701,34119.30080758423,45970.94878634851,44581.4964897491,39447.94514853439,42587.33549767464,40787.85050387803,44643.03988607449,43780.94969322744,36085.430251470934,42374.189218034866,39766.23329258403,40618.59957919327,37952.678199724876,45806.15983330789,43469.611965102384,37703.439345993575,35729.246057887256
