Alpha,SO_Mild_Alpha,SO_Mandatory_Alpha,Beta,SO_Mild_Beta,SO_Mandatory_Beta
0.3,49627.060746781906,59909.27936921135,0.1,50689.83301943579,61537.46539053504
0.3081632653061224,50621.4274631077,60528.2134968229,0.10816326530612246,51092.735919223975,61526.712381179954
0.31632653061224486,49642.784396302945,61406.7159489465,0.1163265306122449,50058.821747250615,61287.641359336754
0.32448979591836735,50207.848431558734,60474.1065725933,0.12448979591836735,50833.39179796107,61547.73489557586
0.3326530612244898,50068.376156338454,60126.27046774636,0.1326530612244898,51051.976969771335,60920.44426346946
0.3408163265306122,50457.263368184096,60730.41441498638,0.14081632653061227,50469.94390794336,61902.405401180076
0.34897959183673466,49816.84413285546,60510.04053271336,0.1489795918367347,50068.4578201894,61048.50522813177
0.3571428571428571,50330.75602448433,60259.400515910456,0.15714285714285714,50693.48196660052,61268.643743776855
0.3653061224489796,50410.891900917835,61059.38014923366,0.1653061224489796,51344.66989178842,61920.31927542273
0.373469387755102,50482.43734189012,60695.879389587724,0.17346938775510207,51309.90394082724,62222.38764577042
0.38163265306122446,50447.700194287434,60799.88781453255,0.1816326530612245,50549.05108874466,62437.78524320685
0.38979591836734695,50621.284252133795,61250.1830779478,0.18979591836734694,50138.04911854648,62197.286874335325
0.3979591836734694,51585.68108439275,60468.106579869855,0.1979591836734694,50580.328507172155,61531.84145911952
0.4061224489795918,51811.261133283515,60425.133542221374,0.20612244897959187,50578.00607259323,60947.85081238854
0.41428571428571426,50251.82050103521,61692.57895439382,0.2142857142857143,51051.79482022382,62445.38493565859
0.4224489795918367,49453.123407782936,60452.95054657673,0.22244897959183674,50792.397207731614,62452.694933228
0.43061224489795913,50950.80887485078,60991.25298908102,0.2306122448979592,50484.592383927346,61455.84865801713
0.43877551020408156,50787.00378097104,60640.89655883639,0.23877551020408164,51429.682554038496,62276.92104952453
0.44693877551020406,51265.21480714281,61358.97258290211,0.2469387755102041,50964.090484742825,61674.727429565246
0.4551020408163265,50917.95315393929,61877.294679948034,0.2551020408163266,51127.911907998125,62615.944564204845
0.463265306122449,50845.62850037511,61780.65877028456,0.263265306122449,50064.037895179266,61632.363587165455
0.4714285714285714,51421.59615508147,62981.65098044292,0.27142857142857146,49730.7247075085,62903.61135805997
0.47959183673469385,51532.34947788039,62390.396584404705,0.2795918367346939,50240.41078274718,62331.835784003204
0.4877551020408163,50245.49548081358,61442.584340227826,0.28775510204081634,50735.23849127824,62862.03772846544
0.4959183673469387,50571.28874316491,61370.860252688835,0.29591836734693877,51280.01474350078,61755.856467215875
0.5040816326530612,50967.61168362096,63383.95621538571,0.3040816326530612,49837.039830102476,62214.75970018128
0.5122448979591836,51110.44330175821,62623.12273756056,0.3122448979591837,51820.91582810436,61552.09509470537
0.5204081632653061,50989.049214650404,62447.74602812458,0.3204081632653062,51126.09933991568,62483.219115855514
0.5285714285714285,51359.96073178809,62251.71162039352,0.3285714285714286,51737.29035361781,62535.23505213285
0.536734693877551,51681.725864046304,62412.270987819145,0.33673469387755106,50630.48434651804,63308.71604073325
0.5448979591836735,52085.84465127873,61595.69805613634,0.3448979591836735,51341.72588545359,62375.71377616085
0.5530612244897959,51554.76263433543,62476.478768771856,0.35306122448979593,51148.720413964984,62521.23077472243
0.5612244897959183,50879.95560975304,62494.7993721989,0.36122448979591837,51531.29213611911,61948.25828113586
0.5693877551020408,51273.2506629113,62068.338741714564,0.3693877551020408,51021.87982640423,62478.85295162375
0.5775510204081632,51350.07898141103,62312.36942627698,0.37755102040816324,51391.709645320116,62042.7074568807
0.5857142857142856,51685.89154856201,63400.445339578924,0.3857142857142858,51722.526230814176,62315.073236563854
0.5938775510204082,51663.471771819015,62641.494172505634,0.3938775510204082,50862.16695509492,62368.890483834126
0.6020408163265305,52535.40240718841,63800.891773715535,0.40204081632653066,51325.20374889789,62129.970012305006
0.610204081632653,51320.26384053581,61956.19089400121,0.4102040816326531,50276.47704465413,62362.08479316896
0.6183673469387755,51784.212001577274,62626.69000892794,0.41836734693877553,51587.98620340923,62167.45445595961
0.6265306122448979,52810.008760096534,62175.340316213274,0.42653061224489797,52230.39249622104,62189.72627421778
0.6346938775510204,51380.8659393033,62405.49285468674,0.4346938775510204,50647.169731227696,62942.4139584042
0.6428571428571428,51786.86006237089,62657.32571859892,0.44285714285714284,51240.023655500314,62516.27824948463
0.6510204081632652,51282.661790254315,63290.30787460978,0.4510204081632654,51742.281466783585,62626.59436058993
0.6591836734693877,51836.961817160656,63327.2906365606,0.4591836734693878,51334.07608367205,61748.8986359154
0.6673469387755102,51446.62611980873,62915.45688100252,0.46734693877551026,51417.243653297635,62713.76998224173
0.6755102040816325,52400.951472153836,62202.42675194395,0.4755102040816327,51155.52068740144,62791.742344232516
0.6836734693877551,51992.02677645447,64116.39745692424,0.48367346938775513,51153.27081223155,62351.851096818886
0.6918367346938774,51491.48504347824,63295.893152185905,0.49183673469387756,51340.32639259506,63618.02504221198
0.7,52420.28384889584,62941.85491484943,0.5,51420.83571106968,61455.386367907966
